RA,CÓDIFO DE TURMA,TURMA INDEFERIDA,MOTIVO,NOME_TURMA,TURNO,CAMPOS,ANO_INGRESSO
11128410,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2010
11128810,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2010
11128911,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2011
11130611,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2011
11130611,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2011
11130710,NAESZU034-17SA,Ecologia do Ambiente Urbano A-Noturno (Santo André),Critério de preenchimento de vagas,Ecologia do Ambiente Urbano,N,SA,2010
11130710,NAMCTA009-13SA,"Computadores, Ética e Sociedade A-Noturno (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",N,SA,2010
11130811,NAESZM002-17SA,Nanociência e Nanotecnologia A-Noturno (Santo André),Critério de preenchimento de vagas,Nanociência e Nanotecnologia,N,SA,2011
11131611,NCESTO902-17SB,Engenharia Unificada I C-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Unificada I,N,SB,2011
11131611,NA2ESTO001-17SB,Circuitos Elétricos e Fotônica A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Circuitos Elétricos e Fotônica,N,SB,2011
11131811,NAESTG016-17SB,Qualidade em Sistemas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Qualidade em Sistemas,N,SB,2011
11131811,NAESTG024-17SB,Sistemas de Informação Corporativos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas de Informação Corporativos,N,SB,2011
11131811,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2011
11135308,NABHO1335-15SB,Formação do Sistema Internacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Formação do Sistema Internacional,N,SB,2008
11135308,NAESHC013-17SB,Economia Internacional I A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia Internacional I,N,SB,2008
11146409,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2009
11153409,NAESTU039-17SA,Regulação Ambiental e Urbanística A-Noturno (Santo André),Critério de preenchimento de vagas,Regulação Ambiental e Urbanística,N,SA,2009
11159509,DANHT1092-16SA,Fundamentos de Sistemática Vegetal A-Matutino (Santo André),Turma cancelada,Fundamentos de Sistemática Vegetal,D,SA,2009
11184909,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2009
11184909,NAESZU002-17SA,Compostagem A-Noturno (Santo André),Critério de preenchimento de vagas,Compostagem,N,SA,2009
21000117,NABHP0202-15SB,Pensamento Crítico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Crítico,N,SB,2017
21000117,NABHO1101-15SB,Introdução à Economia A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Economia,N,SB,2017
21000117,NABHO0102-15SB,Desenvolvimento e Sustentabilidade A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,N,SB,2017
21000315,NAESTS006-17SB,"Laboratório de Guiagem, Navegação e Controle A-Noturno (São Bernardo do Campo)",Critério de preenchimento de vagas,"Laboratório de Guiagem, Navegação e Controle",N,SB,2015
21000410,DBNHZ5019-15SA,Tecnologias da Informação e Comunicação na Educação B-Matutino (Santo André),Critério de preenchimento de vagas,Tecnologias da Informação e Comunicação na Educação,D,SA,2010
21000412,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2012
21000415,NAESTB005-17SB,Ciência dos Materiais Biocompatíveis A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Ciência dos Materiais Biocompatíveis,N,SB,2015
21000515,NAESTB005-17SB,Ciência dos Materiais Biocompatíveis A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Ciência dos Materiais Biocompatíveis,N,SB,2015
21000714,DANHI5015-15SA,LIBRAS A-Matutino (Santo André),Critério de preenchimento de vagas,LIBRAS,D,SA,2014
21000716,NBESTO012-17SA,Princípios de Administração B-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2016
21000716,NAESZM032-17SA,Biomateriais A-Noturno (Santo André),Critério de preenchimento de vagas,Biomateriais,N,SA,2016
21000716,NAESTM006-17SA,Materiais Poliméricos A-Noturno (Santo André),Critério de preenchimento de vagas,Materiais Poliméricos,N,SA,2016
21000810,NAESHR903-18SB,Metodologia de Pesquisa em Relações Internacionais (TCC 1) A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Metodologia de Pesquisa em Relações Internacionais (TCC 1),N,SB,2010
21000915,DAESTG025-17SB,Propriedade Intelectual A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Propriedade Intelectual,D,SB,2015
21000915,NAESHC002-17SB,Contabilidade Básica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Contabilidade Básica,N,SB,2015
21001014,NABHQ0001-15SB,Identidade e Cultura A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,N,SB,2014
21001016,DAESZG017-17SB,Clima e Cultura Organizacional A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Clima e Cultura Organizacional,D,SB,2016
21001016,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2016
21001016,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André),Critério de preenchimento de vagas,Princípios de Administração,D,SA,2016
21001016,DAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Matutino (São Bernardo do Campo)",Critério de preenchimento de vagas,"Elaboração, Análise e Avaliação de Projetos",D,SB,2016
21001114,NCESTO902-17SB,Engenharia Unificada I C-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Unificada I,N,SB,2014
21001114,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2014
21001114,NAESZU002-17SA,Compostagem A-Noturno (Santo André),Critério de preenchimento de vagas,Compostagem,N,SA,2014
21001115,NA5MCTA018-13SA,Programação Orientada a Objetos A5-Noturno (Santo André),Critério de preenchimento de vagas,Programação Orientada a Objetos,N,SA,2015
21001210,NABHQ0003-15SB,Interpretações do Brasil A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Interpretações do Brasil,N,SB,2010
21001213,NANHI5015-15SB,LIBRAS A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,LIBRAS,N,SB,2013
21001216,NAESZM032-17SA,Biomateriais A-Noturno (Santo André),Critério de preenchimento de vagas,Biomateriais,N,SA,2016
21001313,NBBHO0102-15SB,Desenvolvimento e Sustentabilidade B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,N,SB,2013
21001316,DB1BCK0104-15SA,Interações Atômicas e Moleculares B1-Matutino (Santo André),Critério de preenchimento de vagas,Interações Atômicas e Moleculares,D,SA,2016
21001514,NA2BCM0506-15SA,Comunicação e Redes A2-Noturno (Santo André),Critério de preenchimento de vagas,Comunicação e Redes,N,SA,2014
21001515,NA7BCJ0203-15SA,Fenômenos Eletromagnéticos A7-Noturno (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,N,SA,2015
21001515,NA1BIQ0602-15SA,Estrutura e Dinâmica Social A1-Noturno (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,N,SA,2015
21001515,NBESTO012-17SA,Princípios de Administração B-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2015
21001611,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2011
21001714,NAESHC002-17SB,Contabilidade Básica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Contabilidade Básica,N,SB,2014
21001715,DAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Matutino (São Bernardo do Campo)",Critério de preenchimento de vagas,"Elaboração, Análise e Avaliação de Projetos",D,SB,2015
21001715,DAESTG020-17SB,Sistemas e Processos de Produção A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas e Processos de Produção,D,SB,2015
21001715,DAESTG005-17SB,Engenharia Econômica Aplicada a Sistemas de Gestão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Econômica Aplicada a Sistemas de Gestão,D,SB,2015
21001715,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2015
21001716,DABHO0102-15SB,Desenvolvimento e Sustentabilidade A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,D,SB,2016
21001812,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2012
21001812,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2012
21001817,NBBHQ0001-15SB,Identidade e Cultura B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,N,SB,2017
21002114,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2014
21002116,NANHI5015-15SB,LIBRAS A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,LIBRAS,N,SB,2016
21002214,NAESHC002-17SB,Contabilidade Básica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Contabilidade Básica,N,SB,2014
21002514,NAESTG024-17SB,Sistemas de Informação Corporativos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas de Informação Corporativos,N,SB,2014
21002715,NS1BCJ0203-15SA,Fenômenos Eletromagnéticos S1-Noturno (Santo André),Critério de preenchimento de vagas,Fenômenos Eletromagnéticos,N,SA,2015
21002715,NAESZU034-17SA,Ecologia do Ambiente Urbano A-Noturno (Santo André),Critério de preenchimento de vagas,Ecologia do Ambiente Urbano,N,SA,2015
21002715,NA2ESTO902-17SA,Engenharia Unificada I A2-Noturno (Santo André),Critério de preenchimento de vagas,Engenharia Unificada I,N,SA,2015
21002716,DAESTG005-17SB,Engenharia Econômica Aplicada a Sistemas de Gestão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Econômica Aplicada a Sistemas de Gestão,D,SB,2016
21002716,NAESTO008-17SA,Mecânica dos Sólidos I A-Noturno (Santo André),Critério de preenchimento de vagas,Mecânica dos Sólidos I,N,SA,2016
21002716,DAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Matutino (São Bernardo do Campo)",Critério de preenchimento de vagas,"Elaboração, Análise e Avaliação de Projetos",D,SB,2016
21002814,DAESTE025-17SA,Fundamentos de Máquinas Térmicas A-Matutino (Santo André),Turma cancelada,Fundamentos de Máquinas Térmicas,D,SA,2014
21002816,NBESTO902-17SB,Engenharia Unificada I B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Unificada I,N,SB,2016
21002816,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2016
21002916,NA1BIJ0207-15SB,Bases Conceituais da Energia A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Conceituais da Energia,N,SB,2016
21003215,NAESTG024-17SB,Sistemas de Informação Corporativos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas de Informação Corporativos,N,SB,2015
21003215,NAESTS013-17SB,Projeto de Elementos Estruturais de Aeronaves I A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Projeto de Elementos Estruturais de Aeronaves I,N,SB,2015
21003312,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2012
21003312,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2012
21003615,NABHQ0003-15SB,Interpretações do Brasil A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Interpretações do Brasil,N,SB,2015
21003716,DAESHR903-18SB,Metodologia de Pesquisa em Relações Internacionais (TCC 1) A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Metodologia de Pesquisa em Relações Internacionais (TCC 1),D,SB,2016
21003816,NB2ESTO006-17SA,Materiais e Suas Propriedades B2-Noturno (Santo André),Critério de preenchimento de vagas,Materiais e Suas Propriedades,N,SA,2016
21003916,DAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Matutino (São Bernardo do Campo)",Critério de preenchimento de vagas,"Elaboração, Análise e Avaliação de Projetos",D,SB,2016
21003916,NAESTE037-17SA,Análise Econômica de Projetos Energéticos A-Noturno (Santo André),Critério de preenchimento de vagas,Análise Econômica de Projetos Energéticos,N,SA,2016
21003916,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2016
21003916,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2016
21004115,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2015
21004116,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2016
21004116,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2016
21004116,DAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Matutino (São Bernardo do Campo)",Critério de preenchimento de vagas,"Elaboração, Análise e Avaliação de Projetos",D,SB,2016
21004116,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2016
21004116,DAESTG025-17SB,Propriedade Intelectual A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Propriedade Intelectual,D,SB,2016
21004213,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André),Critério de preenchimento de vagas,Princípios de Administração,D,SA,2013
21004214,NAESTS006-17SB,"Laboratório de Guiagem, Navegação e Controle A-Noturno (São Bernardo do Campo)",Critério de preenchimento de vagas,"Laboratório de Guiagem, Navegação e Controle",N,SB,2014
21004216,NA2ESTO001-17SB,Circuitos Elétricos e Fotônica A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Circuitos Elétricos e Fotônica,N,SB,2016
21004216,NAESTS004-17SB,Desempenho de Aeronaves A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desempenho de Aeronaves,N,SB,2016
21004315,NAESTB005-17SB,Ciência dos Materiais Biocompatíveis A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Ciência dos Materiais Biocompatíveis,N,SB,2015
21004414,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2014
21004414,DAESTG014-17SB,Planejamento e Controle da Produção A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Planejamento e Controle da Produção,D,SB,2014
21004414,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2014
21004414,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2014
21004415,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2015
21004415,NAESTU039-17SA,Regulação Ambiental e Urbanística A-Noturno (Santo André),Critério de preenchimento de vagas,Regulação Ambiental e Urbanística,N,SA,2015
21004415,NAESTG024-17SB,Sistemas de Informação Corporativos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas de Informação Corporativos,N,SB,2015
21004415,NA2ESTO001-17SB,Circuitos Elétricos e Fotônica A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Circuitos Elétricos e Fotônica,N,SB,2015
21004415,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2015
21004416,DAESZB016-17SB,Telemedicina e Sistemas de Apoio a Decisão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Telemedicina e Sistemas de Apoio a Decisão,D,SB,2016
21004511,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2011
21004511,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2011
21004511,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2011
21004511,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2011
21004914,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2014
21005015,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2015
21005015,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2015
21005015,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2015
21005016,NAESTB021-17SB,Sensores Biomédicos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sensores Biomédicos,N,SB,2016
21005111,NABHQ0003-15SB,Interpretações do Brasil A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Interpretações do Brasil,N,SB,2011
21005113,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2013
21005113,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2013
21005113,NA1ESTG021-17SB,Sistemas CAD/CAE A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2013
21005113,DAESTG005-17SB,Engenharia Econômica Aplicada a Sistemas de Gestão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Econômica Aplicada a Sistemas de Gestão,D,SB,2013
21005113,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2013
21005113,DAESZG031-17SB,Engenharia Humana A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Humana,D,SB,2013
21005115,NAESTG016-17SB,Qualidade em Sistemas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Qualidade em Sistemas,N,SB,2015
21005115,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2015
21005115,NA1ESTG021-17SB,Sistemas CAD/CAE A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2015
21005115,DAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Matutino (São Bernardo do Campo)",Critério de preenchimento de vagas,"Elaboração, Análise e Avaliação de Projetos",D,SB,2015
21005115,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2015
21005116,NA1BIQ0602-15SA,Estrutura e Dinâmica Social A1-Noturno (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,N,SA,2016
21005214,NA1ESHC037-17SB,Econometria III A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Econometria III,N,SB,2014
21005216,NANHT4005-15SA,Eletroanalítica e Técnicas de Separação A-Noturno (Santo André),Critério de preenchimento de vagas,Eletroanalítica e Técnicas de Separação,N,SA,2016
21005216,NANHT4056-15SA,Química Inorgânica Experimental A-Noturno (Santo André),Critério de preenchimento de vagas,Química Inorgânica Experimental,N,SA,2016
21005410,NABHO1335-15SB,Formação do Sistema Internacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Formação do Sistema Internacional,N,SB,2010
21005410,NABHQ0003-15SB,Interpretações do Brasil A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Interpretações do Brasil,N,SB,2010
21005615,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2015
21005616,NAESTM018-17SA,Termodinâmica de Materiais A-Noturno (Santo André),Critério de preenchimento de vagas,Termodinâmica de Materiais,N,SA,2016
21005616,NAESTB021-17SB,Sensores Biomédicos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sensores Biomédicos,N,SB,2016
21005616,NAESTB005-17SB,Ciência dos Materiais Biocompatíveis A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Ciência dos Materiais Biocompatíveis,N,SB,2016
21005713,NANHI5015-15SB,LIBRAS A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,LIBRAS,N,SB,2013
21005716,DBESTO008-17SB,Mecânica dos Sólidos I B-Matutino (São Bernardo do Campo),Turma cancelada,Mecânica dos Sólidos I,D,SB,2016
21005814,NBESTA017-17SA,Laboratório de Máquinas Elétricas B-Noturno (Santo André),Critério de preenchimento de vagas,Laboratório de Máquinas Elétricas,N,SA,2014
21005816,DAESTG005-17SB,Engenharia Econômica Aplicada a Sistemas de Gestão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Econômica Aplicada a Sistemas de Gestão,D,SB,2016
21005816,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2016
21005816,NA1ESTG021-17SB,Sistemas CAD/CAE A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2016
21005914,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2014
21005914,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2014
21006016,NB1BIS0003-15SB,Bases Matemáticas B1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Matemáticas,N,SB,2016
21006215,NAESZU034-17SA,Ecologia do Ambiente Urbano A-Noturno (Santo André),Critério de preenchimento de vagas,Ecologia do Ambiente Urbano,N,SA,2015
21006215,NAESZE113-17SA,Projeto de Geradores Elétricos para Energia Eólica A-Noturno (Santo André),Critério de preenchimento de vagas,Projeto de Geradores Elétricos para Energia Eólica,N,SA,2015
21006216,NAESHR903-18SB,Metodologia de Pesquisa em Relações Internacionais (TCC 1) A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Metodologia de Pesquisa em Relações Internacionais (TCC 1),N,SB,2016
21006416,DAESTG025-17SB,Propriedade Intelectual A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Propriedade Intelectual,D,SB,2016
21006515,DAESHR903-18SB,Metodologia de Pesquisa em Relações Internacionais (TCC 1) A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Metodologia de Pesquisa em Relações Internacionais (TCC 1),D,SB,2015
21006516,DB1BCJ0203-15SB,Fenômenos Eletromagnéticos B1-Matutino (São Bernardo do Campo),Turma cancelada,Fenômenos Eletromagnéticos,D,SB,2016
21006615,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2015
21006615,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2015
21006615,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2015
21006714,NA1ESTG021-17SB,Sistemas CAD/CAE A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2014
21006714,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2014
21006714,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2014
21006915,NBESTA011-17SA,Automação de Sistemas Industriais B-Noturno (Santo André),Turma cancelada,Automação de Sistemas Industriais,N,SA,2015
21006916,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2016
21006916,DAESHR903-18SB,Metodologia de Pesquisa em Relações Internacionais (TCC 1) A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Metodologia de Pesquisa em Relações Internacionais (TCC 1),D,SB,2016
21007016,DAESZM027-17SA,Materiais para Energia e Ambiente A-Matutino (Santo André),Critério de preenchimento de vagas,Materiais para Energia e Ambiente,D,SA,2016
21007115,NAESTB005-17SB,Ciência dos Materiais Biocompatíveis A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Ciência dos Materiais Biocompatíveis,N,SB,2015
21007116,NAESZG002-17SB,Confiabilidade Industrial em Sistemas de Gestão A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Confiabilidade Industrial em Sistemas de Gestão,N,SB,2016
21007116,DBESTG022-17SB,Sistemas CAM B-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAM,D,SB,2016
21007116,DAESTG023-17SB,Organização do Trabalho A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Organização do Trabalho,D,SB,2016
21007116,DAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Matutino (São Bernardo do Campo)",Critério de preenchimento de vagas,"Elaboração, Análise e Avaliação de Projetos",D,SB,2016
21007216,DAESTG023-17SB,Organização do Trabalho A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Organização do Trabalho,D,SB,2016
21007414,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2014
