RA,CÓDIFO DE TURMA,TURMA INDEFERIDA,MOTIVO,NOME_TURMA,TURNO,CAMPOS,ANO_INGRESSO
21007414,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2014
21007414,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2014
21007512,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2012
21007512,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2012
21007512,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2012
21007512,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2012
21007612,NA2MCTA025-13SA,Sistemas Distribuídos A2-Noturno (Santo André),Critério de preenchimento de vagas,Sistemas Distribuídos,N,SA,2012
21007612,NA2MCTA016-13SA,Paradigmas de Programação A2-Noturno (Santo André),Critério de preenchimento de vagas,Paradigmas de Programação,N,SA,2012
21007816,DAESZB022-17SB,Introdução à Bioinformática A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Introdução à Bioinformática,D,SB,2016
21008216,DAMCTA015-13SA,Linguagens Formais e Automata A-Matutino (Santo André),Critério de preenchimento de vagas,Linguagens Formais e Automata,D,SA,2016
21008316,NB1ESTO006-17SA,Materiais e Suas Propriedades B1-Noturno (Santo André),Critério de preenchimento de vagas,Materiais e Suas Propriedades,N,SA,2016
21008415,NAESHC013-17SB,Economia Internacional I A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia Internacional I,N,SB,2015
21008415,NAESHC003-17SB,Desenvolvimento Socioeconômico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Socioeconômico,N,SB,2015
21008515,NAESTS009-17SB,Materiais Compósitos e Aplicações Estruturais A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Materiais Compósitos e Aplicações Estruturais,N,SB,2015
21008515,DAESTS010-17SB,Técnicas de Análise Estrutural e Projeto A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Técnicas de Análise Estrutural e Projeto,D,SB,2015
21008515,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2015
21008615,NAESHC007-17SB,Economia Brasileira Contemporânea I A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia Brasileira Contemporânea I,N,SB,2015
21008615,NAESHC012-17SB,Economia Institucional I A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia Institucional I,N,SB,2015
21008615,NAESHC025-17SB,Microeconomia I A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Microeconomia I,N,SB,2015
21008710,NAESTG024-17SB,Sistemas de Informação Corporativos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas de Informação Corporativos,N,SB,2010
21008710,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2010
21008710,DAESTG014-17SB,Planejamento e Controle da Produção A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Planejamento e Controle da Produção,D,SB,2010
21008816,DA1BIR0603-15SA,"Ciência, Tecnologia e Sociedade A1-Matutino (Santo André)",Critério de preenchimento de vagas,"Ciência, Tecnologia e Sociedade",D,SA,2016
21008916,NAESZM032-17SA,Biomateriais A-Noturno (Santo André),Critério de preenchimento de vagas,Biomateriais,N,SA,2016
21008916,DA1ESTO001-17SB,Circuitos Elétricos e Fotônica A1-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Circuitos Elétricos e Fotônica,D,SB,2016
21009014,DAESHR903-18SB,Metodologia de Pesquisa em Relações Internacionais (TCC 1) A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Metodologia de Pesquisa em Relações Internacionais (TCC 1),D,SB,2014
21009111,NAESTA021-17SA,Introdução ao Controle Discreto A-Noturno (Santo André),Critério de preenchimento de vagas,Introdução ao Controle Discreto,N,SA,2011
21009216,NA1BIR0004-15SB,Bases Epistemológicas da Ciência Moderna A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Bases Epistemológicas da Ciência Moderna,N,SB,2016
21009316,NBBHO0002-15SB,Pensamento Econômico B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Econômico,N,SB,2016
21009316,DAESHR903-18SB,Metodologia de Pesquisa em Relações Internacionais (TCC 1) A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Metodologia de Pesquisa em Relações Internacionais (TCC 1),D,SB,2016
21009413,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2013
21009413,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2013
21009514,NABHQ0003-15SB,Interpretações do Brasil A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Interpretações do Brasil,N,SB,2014
21009515,NAMCTA009-13SA,"Computadores, Ética e Sociedade A-Noturno (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",N,SA,2015
21009515,NA2MCTA024-13SA,Sistemas Digitais A2-Noturno (Santo André),Critério de preenchimento de vagas,Sistemas Digitais,N,SA,2015
21009516,NAESZR019-14SB,Regimes de negociação financeira internacional e a atuação brasileira A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Regimes de negociação financeira internacional e a atuação brasileira,N,SB,2016
21009615,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2015
21009615,NAESTG016-17SB,Qualidade em Sistemas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Qualidade em Sistemas,N,SB,2015
21009913,NA3BCM0506-15SA,Comunicação e Redes A3-Noturno (Santo André),Critério de preenchimento de vagas,Comunicação e Redes,N,SA,2013
21009914,NAESHC025-17SB,Microeconomia I A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Microeconomia I,N,SB,2014
21009916,DANHZ2093-16SB,"Corpo, sexualidade e questões de gênero A-Matutino (São Bernardo do Campo)",Turma cancelada,"Corpo, sexualidade e questões de gênero",D,SB,2016
21010213,DAESTS010-17SB,Técnicas de Análise Estrutural e Projeto A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Técnicas de Análise Estrutural e Projeto,D,SB,2013
21010215,DAESZB016-17SB,Telemedicina e Sistemas de Apoio a Decisão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Telemedicina e Sistemas de Apoio a Decisão,D,SB,2015
21010216,NAESHC013-17SB,Economia Internacional I A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia Internacional I,N,SB,2016
21010514,NA2ESHC037-17SB,Econometria III A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Econometria III,N,SB,2014
21010615,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2015
21010615,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2015
21010615,NAESTG016-17SB,Qualidade em Sistemas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Qualidade em Sistemas,N,SB,2015
21010615,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2015
21010716,DAESHR903-18SB,Metodologia de Pesquisa em Relações Internacionais (TCC 1) A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Metodologia de Pesquisa em Relações Internacionais (TCC 1),D,SB,2016
21010814,NAESTO008-17SA,Mecânica dos Sólidos I A-Noturno (Santo André),Critério de preenchimento de vagas,Mecânica dos Sólidos I,N,SA,2014
21010814,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2014
21010814,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2014
21010814,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2014
21010814,DAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Matutino (São Bernardo do Campo)",Critério de preenchimento de vagas,"Elaboração, Análise e Avaliação de Projetos",D,SB,2014
21010814,NB2ESTO902-17SA,Engenharia Unificada I B2-Noturno (Santo André),Critério de preenchimento de vagas,Engenharia Unificada I,N,SA,2014
21010815,DAESTG023-17SB,Organização do Trabalho A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Organização do Trabalho,D,SB,2015
21010815,NBBHQ0001-15SB,Identidade e Cultura B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,N,SB,2015
21010815,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2015
21010815,DAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Matutino (São Bernardo do Campo)",Critério de preenchimento de vagas,"Elaboração, Análise e Avaliação de Projetos",D,SB,2015
21010815,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2015
21010815,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2015
21010815,NA1ESTG021-17SB,Sistemas CAD/CAE A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2015
21010815,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2015
21010913,NAESTO017-17SB,Métodos Experimentais em Engenharia A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Métodos Experimentais em Engenharia,N,SB,2013
21010913,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2013
21010913,NAESTG016-17SB,Qualidade em Sistemas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Qualidade em Sistemas,N,SB,2013
21010913,DAESTG022-17SB,Sistemas CAM A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAM,D,SB,2013
21011015,DANHZ2093-16SB,"Corpo, sexualidade e questões de gênero A-Matutino (São Bernardo do Campo)",Turma cancelada,"Corpo, sexualidade e questões de gênero",D,SB,2015
21011115,DAESZG018-17SB,Estratégias de Comunicação Organizacional A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,D,SB,2015
21011115,DAESTS010-17SB,Técnicas de Análise Estrutural e Projeto A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Técnicas de Análise Estrutural e Projeto,D,SB,2015
21011115,NAESTS013-17SB,Projeto de Elementos Estruturais de Aeronaves I A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Projeto de Elementos Estruturais de Aeronaves I,N,SB,2015
21011314,DB1BCK0104-15SA,Interações Atômicas e Moleculares B1-Matutino (Santo André),Critério de preenchimento de vagas,Interações Atômicas e Moleculares,D,SA,2014
21011413,DAESZU017-17SA,Sensoriamento Remoto A-Matutino (Santo André),Turma cancelada,Sensoriamento Remoto,D,SA,2013
21011415,DB1BCK0104-15SA,Interações Atômicas e Moleculares B1-Matutino (Santo André),Critério de preenchimento de vagas,Interações Atômicas e Moleculares,D,SA,2015
21011415,DA2ESTO001-17SB,Circuitos Elétricos e Fotônica A2-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Circuitos Elétricos e Fotônica,D,SB,2015
21011415,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2015
21011514,NAESTG016-17SB,Qualidade em Sistemas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Qualidade em Sistemas,N,SB,2014
21011515,NBESTO012-17SA,Princípios de Administração B-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2015
21011516,NA1ESHC037-17SB,Econometria III A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Econometria III,N,SB,2016
21011612,NAESZM032-17SA,Biomateriais A-Noturno (Santo André),Critério de preenchimento de vagas,Biomateriais,N,SA,2012
21011614,DANHZ2093-16SB,"Corpo, sexualidade e questões de gênero A-Matutino (São Bernardo do Campo)",Turma cancelada,"Corpo, sexualidade e questões de gênero",D,SB,2014
21011616,NAESHR903-18SB,Metodologia de Pesquisa em Relações Internacionais (TCC 1) A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Metodologia de Pesquisa em Relações Internacionais (TCC 1),N,SB,2016
21011813,NAMCZA017-13SA,Processamento de Linguagem Natural A-Noturno (Santo André),Critério de preenchimento de vagas,Processamento de Linguagem Natural,N,SA,2013
21011813,NA1MCTA025-13SA,Sistemas Distribuídos A1-Noturno (Santo André),Critério de preenchimento de vagas,Sistemas Distribuídos,N,SA,2013
21011813,NA1MCTA007-17SA,Compiladores A1-Noturno (Santo André),Critério de preenchimento de vagas,Compiladores,N,SA,2013
21011814,NA1MCTA016-13SA,Paradigmas de Programação A1-Noturno (Santo André),Critério de preenchimento de vagas,Paradigmas de Programação,N,SA,2014
21012013,NBESTA011-17SA,Automação de Sistemas Industriais B-Noturno (Santo André),Turma cancelada,Automação de Sistemas Industriais,N,SA,2013
21012014,NAESZA017-17SA,Lógica Programável A-Noturno (Santo André),Critério de preenchimento de vagas,Lógica Programável,N,SA,2014
21012014,NBESTO012-17SA,Princípios de Administração B-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2014
21012215,NAESTS009-17SB,Materiais Compósitos e Aplicações Estruturais A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Materiais Compósitos e Aplicações Estruturais,N,SB,2015
21012316,NAESTM006-17SA,Materiais Poliméricos A-Noturno (Santo André),Critério de preenchimento de vagas,Materiais Poliméricos,N,SA,2016
21012516,NAESZR019-14SB,Regimes de negociação financeira internacional e a atuação brasileira A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Regimes de negociação financeira internacional e a atuação brasileira,N,SB,2016
21012516,NA2ESHC037-17SB,Econometria III A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Econometria III,N,SB,2016
21012612,NA1ESHC037-17SB,Econometria III A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Econometria III,N,SB,2012
21012616,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2016
21012616,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2016
21012616,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2016
21012616,NAESTG024-17SB,Sistemas de Informação Corporativos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas de Informação Corporativos,N,SB,2016
21012616,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2016
21012710,NAESHR903-18SB,Metodologia de Pesquisa em Relações Internacionais (TCC 1) A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Metodologia de Pesquisa em Relações Internacionais (TCC 1),N,SB,2010
21012815,NABHQ0001-15SB,Identidade e Cultura A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,N,SB,2015
21013016,NA2ESTO001-17SB,Circuitos Elétricos e Fotônica A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Circuitos Elétricos e Fotônica,N,SB,2016
